4.05092		178.567		-9.14276
1.94153		180.508		9.80971
8.69886		181.211		-4.93253
9.34318		175.807		3.56441
-0.0515016		179.991		9.99987
-2.53962		182.927		9.67214
-9.91409		184.881		-1.30797
9.92885		184.891		-1.19075
3.16588		179.582		9.48563
-3.68696		181.352		-9.2955
-7.83882		184.275		-6.2091
0.385072		178.629		9.99258
-8.04159		182.701		-5.94414
-8.07209		182.315		5.90265
-7.83882		175.689		-6.2091
1.05055		175.949		9.94466
-9.2046		180.683		3.90836
-4.67578		182.286		8.83952
-2.79434		182.165		-9.60165
4.0894		183.114		-9.12561
9.42476		183.179		3.34275
-9.54484		182.612		-2.98263
0.718214		182.973		9.97418
-6.87436		180.696		7.26244
0.589668		181.545		-9.9826
-4.0894		178.001		-9.12561
5.92341		182.037		-8.05687
-8.0992		175.772		-5.86541
-7.64693		180.279		6.44394
9.75275		177.605		2.20994
-8.20699		181.065		5.71361
5.94955		183.846		-8.03759
9.53269		183.113		-3.02123
9.71157		177.276		2.38443
-9.15367		184.653		-4.0262
-0.385072		178.104		9.99258
-6.80032		175.203		7.33182
-1.40113		184.533		9.90135
9.45406		177.995		3.25894
2.68085		179.784		-9.63395
8.62155		180.885		5.06644
-8.59929		177.27		5.10414
9.15316		183.413		4.02737
-9.92031		178.586		1.25995
-3.16589		184.585		9.48563
-8.7334		184.102		-4.87111
-9.91409		179.535		-1.30796
-9.80536		180.268		1.96339
2.43056		181.388		-9.70012
-6.18889		176.7		-7.85478
8.56968		178.382		5.15369
4.00836		179.566		9.1615
1.38172		184.312		9.90408
3.13552		176.355		9.49571
9.85685		175.262		-1.68598
-8.23536		180.857		-5.67264
9.9834		179.356		0.575988
8.38191		182.299		5.45377
-6.57649		181.629		7.53325
9.10553		184.635		-4.13393
-4.98901		184.904		8.66659
-5.98615		177.694		8.01037
-9.49243		183.481		-3.14543
8.59535		183.017		-5.11077
6.00784		179.97		-7.99411
6.0658		183.134		7.95022
-3.36904		176.121		9.41539
-0.0515022		180.172		9.99987
